Group 1,Group 2,Group 3,Group 4,Name,Nutrient,Minimum,Maximum
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Mn,40,2000
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Mo,0,100
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Mo,0,100
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Mo,0,100
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Mo,0,100
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Na,0,3
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Na,0,3
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Na,0,3
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Na,0,3
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Niacin,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Niacin,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Niacin,110,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Niacin,110,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,P,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,P,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,P,0,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,P,0,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Pantot,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Pantot,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Pantot,55,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Pantot,55,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Phe,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Phe,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Phe,0.94,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Phe,1.43,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,S,0,0.4
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,S,0,0.4
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,S,0,0.4
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,S,0,0.4
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Se,0,2
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Se,0,2
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Se,0.17,2
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Se,0.17,2
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Ser,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Ser,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Ser,0,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Ser,0,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Thr,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Thr,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Thr,1.18,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Thr,1.78,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Trp,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Trp,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Trp,0.33,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Trp,0.5,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Tyr,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Tyr,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Tyr,0.96,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Tyr,1.45,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Val,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Val,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Val,1.04,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Val,1.58,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit A,0,16000
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit A,0,16000
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit A,4000,16000
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit A,4000,16000
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit B1,0,3000
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit B1,0,3000
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit B1,22,3000
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit B1,22,3000
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit B12,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit B12,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit B12,0.028,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit B12,0.028,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit B2,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit B2,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit B2,22,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit B2,22,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit B6,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit B6,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit B6,22,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit B6,22,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit C,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit C,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit C,300,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit C,300,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit D,0,2200
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit D,0,2200
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit D,1200,2200
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit D,1200,2200
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit E,0,1000
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit E,0,1000
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit E,180,1000
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit E,180,1000
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit K,0,
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Vit K,0,
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit K,8,
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Vit K,8,
,Fish,Carnivorous Shrimp species,MNE,Grower:  10 g to harvest,Zn,0,500
,Fish,Omnivorous Shrimp species,MNE,Grower:  10 g to harvest,Zn,0,500
,Fish,Omnivorous Shrimp species,MNI,Grower:  10 g to harvest,Zn,80,500
,Fish,Carnivorous Shrimp species,MNI,Grower:  10 g to harvest,Zn,80,500
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",ADF,0,100
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",ADF,0,100
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Avail P,0,
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Avail P,0,
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Ca,0.49,0.98
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Ca,0.49,0.98
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",CF,0,100
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",CF,0,100
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Cl,0.5,
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Cl,0.5,
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Co,0,10
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Co,0.1,10
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",CP,13.6,15.1
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",CP,13.6,15.1
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Cu,0,25
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Cu,9,25
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",DESheep,2.97,4.414
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",DESheep,2.97,4.414
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",DM,0,100
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",DM,0,100
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",EE,0,100
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",EE,0,100
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",eNDF,20,100
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",eNDF,20,100
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Fe,0,500
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Fe,40,500
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",I,0,50
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",I,0.4,50
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",K,0.6,
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",K,0.6,
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",MESheep,2.43,4.414
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",MESheep,2.43,4.414
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Mg,0.15,
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Mg,0.15,
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Mn,0,1000
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Mn,30,1000
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Mo,0,10
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Mo,0.5,10
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Na,0.13,
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Na,0.13,
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",NDF,0,29
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",NDF,0,29
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",P,0.24,0.48
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",P,0.24,0.48
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",RUP,4.08,100
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",RUP,4.08,100
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",S,0,
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",S,0.18,
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Se,0,2
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Se,0.15,2
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",TDNSheep,70.2,100
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",TDNSheep,70.2,100
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Vit A,0,
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Vit A,1300,
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Vit D,0,
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Vit D,270,
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Vit E,0,
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Vit E,9,
,Sheep,Growing and Finishing lambs,MNE,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Zn,0,750
,Sheep,Growing and Finishing lambs,MNI,"Growing and Finishing lambs, of about 30 kg, under 4 months old",Zn,27,750
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Arachid,0.033,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Arachid,0.033,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Arg,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Arg,0.56,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Avail Lys,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Avail Lys,0,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Avail P,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Avail P,0,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Biotin,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Biotin,0,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Ca,0.9,1.8
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Ca,0.9,1.8
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",CF,0,9
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",CF,0,9
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Choline,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Choline,1200,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Cl,0.41,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Cl,0.41,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Co,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Co,0,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",CP,19.8,20.8
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",CP,19.8,20.8
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Cu,0,250
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Cu,7.3,250
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Cys,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Cys,0.239,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",DM,0,100
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",DM,0,100
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",EE,7.2,14
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",EE,7.2,14
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Fe,0,3000
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Fe,80,3000
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Folic,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Folic,0.18,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",His,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",His,0.2,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",I,0,50
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",I,1.5,50
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Iso-L,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Iso-L,0.41,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",K,0.6,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",K,0.6,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Leu,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Leu,0.65,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Linoleic,1,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Linoleic,1,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Lys,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Lys,0.693,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",MEDogs,3.15,5
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",MEDogs,3.15,5
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Met,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Met,0.239,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Mg,0.04,0.3
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Mg,0.04,0.3
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Mn,0,250
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Mn,5,250
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Mo,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Mo,0,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Na,0.27,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Na,0.27,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",Niacin,0,
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",Niacin,11.4,
,,Dogs,MNE,"Growing dogs, 14 weeks onwards and up to  maturity",P,0.72,1.44
,,Dogs,MNI,"Growing dogs, 14 weeks onwards and up to  maturity",P,0.72,1.44
